Grocery_Name,MRP_Price,Discount_Price,Quantity,brand_name,price_per_unit,Total Disc,Percetage Disc
Pillsbury Vanilla Flavoured Custard Powder : 100 gms,44.0,32.0,100 gm,Pillsbury,0.32,12.0,27.27
Daawat Lucknowi Biryani Kit : 334 gms,149.0,99.0,334 gm,Daawat,0.3,50.0,33.56
ID Homestyle Whole Wheat Paratha : 6 Pieces,75.0,65.0,6 Pcs,ID,10.83,10.0,13.33
Blue Bird Strawberry Flavour Veg Jelly Crystals : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Satyam Rajgira Puff : 100 gms,53.0,49.0,100 gm,Satyam,0.49,4.0,7.55
Betty Crocker Complete Buttermilk Pancake Mix : 500 gms,295.0,215.0,500 gm,Betty,0.43,80.0,27.12
Blue Bird Jelly Crystals Raspberry : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Et-Mi Falooda Mix Kesar Flavour : 200 gms,75.0,37.0,200 gm,Et-Mi,0.18,38.0,50.67
Chitale Instant Basundi Mix : 200 gms,105.0,97.0,200 gm,Chitale,0.48,8.0,7.62
Yu Bombay Rava Upma Instant Breakfast : 55 gms,65.0,32.0,55 gm,Yu,0.58,33.0,50.77
Talod Gota Mix Flour : 500 gms,118.0,99.0,500 gm,Talod,0.2,19.0,16.1
Et-Mi Falooda Mix Rose Flavour : 200 gms,75.0,37.0,200 gm,Et-Mi,0.18,38.0,50.67
Et-Mi Falooda Mix Strawberry Flavour : 200 gms,75.0,37.0,200 gm,Et-Mi,0.18,38.0,50.67
Moments Falooda Mix Kesar : 200 gms,80.0,40.0,200 gm,Moments,0.2,40.0,50.0
Blue Bird Chine Grass Strawberry : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Moments Falooda Mix Rose : 200 gms,80.0,40.0,200 gm,Moments,0.2,40.0,50.0
Blue Bird China Grass Kesar Pista : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Betty Crocker Triple Choco Brownie Mix : 425 gms,390.0,305.0,425 gm,Betty,0.72,85.0,21.79
Blue Bird Instant China Grass Milk Jelly Vanilla : 100 gms,55.0,45.0,100 gm,Blue,0.45,10.0,18.18
Blue Bird Custard Powder Raspberry : 100 gms,40.0,35.0,100 gm,Blue,0.35,5.0,12.5
Blue Bird Custard Powder Strawberry : 100 gms,40.0,35.0,100 gm,Blue,0.35,5.0,12.5
Bedekar Instant Chakli Bhajni :  500 gms,150.0,75.0,500 gm,Bedekar,0.15,75.0,50.0
Bedekar Besan Ladoo Mix : 500 gms,175.0,158.0,500 gm,Bedekar,0.32,17.0,9.71
Colombian Brew Instant Coffee Original : 100 gms,299.0,149.0,100 gm,Colombian Brew Instant,1.49,150.0,50.17
Colombian Brew Instant Coffee Nutty Hazelnut : 100 gms,399.0,199.0,100 gm,Colombian Brew Instant,1.99,200.0,50.13
Colombian Brew Instant Coffee Double Chocolate Mocha : 100 gms,399.0,199.0,100 gm,Colombian Brew,1.99,200.0,50.13
Colombian Brew Instant Coffee Wild Vanilla : 100 gms,399.0,199.0,100 gm,Colombian,1.99,200.0,50.13
Colombian Brew Instant Coffee Creamy Caramel : 100 gms,399.0,199.0,100 gm,Colombian Brew Instant,1.99,200.0,50.13
Twinings Pure Green Tea : 100 Tea-Bags,999.0,820.0,100 Bags,Twinings,8.2,179.0,17.92
Twinings Green Tea & Lemon : 100 Tea-Bags,999.0,849.0,100 Bags,Twinings,8.49,150.0,15.02
Twinings Green Tea Lemon & Honey : 100 Tea-Bags,999.0,899.0,100 Bags,Twinings,8.99,100.0,10.01
Twinings Green Tea & Lemon : 25 Tea-Bags,314.0,272.0,25 Bags,Twinings,10.88,42.0,13.38
Twinings Origins Darjeeling Tea : 25 Tea-Bags,314.0,275.0,25 Bags,Twinings,11.0,39.0,12.42
Veeba Salsa Tomato Sauce : 360 gms,149.0,119.0,360 gm,Veeba,0.33,30.0,20.13
Cadbury Choclairs Gold Pouch : 520 gms,200.0,160.0,520 gm,Cadbury,0.31,40.0,20.0
Parle Melody Chocolaty : 371.45 gms,100.0,89.0,371.45 gm,Parle,0.24,11.0,11.0
Amul Chocominis Chocolate Box : 250 gms,140.0,115.0,250 gm,Amul,0.46,25.0,17.86
Candyman Choco Double Eclairs : 273 gms,100.0,50.0,273 gm,Candyman,0.18,50.0,50.0
Chandan 4 In 1 Mix Mouth Freshener : 225 gms,260.0,130.0,225 gm,Chandan,0.58,130.0,50.0
Parle Kismi Toffee : 276.36 gms,50.0,45.0,276.36 gm,Parle,0.16,5.0,10.0
Luvit Chocorich Eclairs Party Pack : 384 gms,150.0,75.0,384 gm,Luvit,0.2,75.0,50.0
Natural's Bite Aam Papad Cubes : 100 gms,80.0,40.0,100 gm,Natural's,0.4,40.0,50.0
Natural's Bite Meetha Amla : 100 gms,65.0,32.0,100 gm,Natural's,0.32,33.0,50.77
Parle Kismi Assorted Toffees : 245.5 gms,50.0,40.0,245.5  gm,Parle,0.16,10.0,20.0
Natural's Bite Meethi Imli : 100 gms,65.0,32.0,100 gm,Natural's,0.32,33.0,50.77
Cadbury Choclairs Gold Pouch : 130 gms,50.0,45.0,130 gm,Cadbury,0.35,5.0,10.0
Chandan Anardana Punch : 160 gms,150.0,75.0,160 gm,Chandan,0.47,75.0,50.0
Alpenliebe Caramel Toffee : 324 gms,105.0,90.0,324 gm,Alpenliebe,0.28,15.0,14.29
Jelly Mazza Soft Candy Celebration Pack : 200 gms,85.0,42.0,200 gm,Jelly,0.21,43.0,50.59
Gula Gula 5 Flavours Candy Birthday Pack : 200 gms,56.0,28.0,200 gm,Gula,0.14,28.0,50.0
Jelly Mazza Chatpati Imli Soft Candy : 24 gms,10.0,5.0,24 gm,Jelly,0.21,5.0,50.0
Jelly Mazza Kaccha Mango Soft Candy : 24 gms,10.0,5.0,24 gm,Jelly,0.21,5.0,50.0
Chandan Jamun Vati : 160 gms,150.0,75.0,160 gm,Chandan,0.47,75.0,50.0
Derby Tim Buk Tu Fruit Flavoured Lollipop : 130 gms,50.0,25.0,130 gm,Derby,0.19,25.0,50.0
Derby Tamilly Tamarind Candy : 175 gms,50.0,25.0,175 gm,Derby,0.14,25.0,50.0
Derby Panvaa Candy : 175 gms,50.0,25.0,175 gm,Derby,0.14,25.0,50.0
Derby Darling Velvetto Fruit Flavoured Candy : 175 gms,50.0,25.0,175 gm,Derby,0.14,25.0,50.0
Haldiram's Rasgulla : 1 kg,225.0,165.0,1 kg,Haldiram's,165.0,60.0,26.67
Haldiram's Soan Papdi : 500 gms,130.0,99.0,500 gm,Haldiram's,0.2,31.0,23.85
Haldiram's Gulab Jamun : 1 kg,225.0,165.0,1 kg,Haldiram's,165.0,60.0,26.67
Bikaji Rasgulla Gol-Matol : 1.25 kgs,250.0,135.0,1.25 kg,Bikaji,108.0,115.0,46.0
Lal Dharwad Peda : 200 gms,130.0,65.0,200 gm,Lal,0.33,65.0,50.0
Haldiram's Besan Ladoo : 500 gms,320.0,135.0,500 gm,Haldiram's,0.27,185.0,57.81
Shri Ram Soan Papdi : 200 gms,68.0,34.0,200 gm,Shri,0.17,34.0,50.0
Bikaji Gulab Jamun Gol-M-Gol : 1.25 kgs,275.0,149.0,1.25 kg,Bikaji,119.2,126.0,45.82
Royal Gulab Jamun : 1 kg,225.0,105.0,1 kg,Royal,105.0,120.0,53.33
Lal Premium Mysore Pak : 200 gms,130.0,92.0,200 gm,Lal,0.46,38.0,29.23
Amul Kaju Katri : 500 gms,435.0,399.0,500 gm,Amul,0.8,36.0,8.28
Bikaneri Madhuras Rasgulla : 1 kg,170.0,99.0,1 kg,Bikaneri,99.0,71.0,41.76
Royal Rasgulla : 1 kg,210.0,99.0,1 kg,Royal,99.0,111.0,52.86
Bikaji Manbhavan Soan Papdi : 450 gms,135.0,89.0,450 gm,Bikaji,0.2,46.0,34.07
Karachi's Besan Mysore Pak : 200 gms,120.0,50.0,200 gm,Karachi's,0.25,70.0,58.33
Madhuras Soan Papdi : 500 gms,166.0,69.0,500 gm,Madhuras,0.14,97.0,58.43
Mahalaxmi Pista Peanut Chikki : 500 gms,320.0,160.0,500 gm,Mahalaxmi,0.32,160.0,50.0
Haldiram's Badam Halwa : 400 gms,90.0,66.0,400 gm,Haldiram's,0.17,24.0,26.67
Chitale Kaju Katli : 250 gms,265.0,235.0,250 gm,Chitale,0.94,30.0,11.32
Madhur Soan Papadi : 500 gms,150.0,65.0,500 gm,Madhur,0.13,85.0,56.67
Mahalaxmi Disco Chikki : 500 gms,210.0,105.0,500 gm,Mahalaxmi,0.21,105.0,50.0
Lal Bombay Halwa : 200 gms,110.0,42.0,200 gm,Lal,0.21,68.0,61.82
Chitale Bandhu Mango Barfi : 250 gms,235.0,206.0,250 gm,Chitale,0.82,29.0,12.34
Athavale's Desi Ghee Motichur Ladoo : 250 gms,125.0,95.0,250 gm,Athavale's,0.38,30.0,24.0
Divya Gulkand : 400 gms,100.0,89.0,400 gm,Divya,0.22,11.0,11.0
Sun Shengh Chikki : 200 gms,50.0,40.0,200 gm,Sun,0.2,10.0,20.0
Phondaghat Pravalyukta Gulkand : 200 gms,118.0,88.0,200 gm,Phondaghat,0.44,30.0,25.42
Mahalaxmi Peanut Chikki : 200 gms,85.0,42.0,200 gm,Mahalaxmi,0.21,43.0,50.59
Athavale's Besan Ladoo : 200 gms,110.0,80.0,200 gm,Athavale's,0.4,30.0,27.27
Farmley Dates Bites : 18 gms,40.0,20.0,18 gm,Farmley,1.11,20.0,50.0
Bedekar Besan Ladu : 300 gms,140.0,120.0,300 gm,Bedekar,0.4,20.0,14.29
Bedekar Tasty Foods Moog Dal Halwa : 500 gms,250.0,125.0,500 gm,Bedekar,0.25,125.0,50.0
Agrawal's 420 Dryfruit Besan Ladoo : 400 gms,165.0,129.0,400 gm,Agrawal's,0.32,36.0,21.82
Mahalaxmi Dry Fruit Gud Gajak : 500 gms,340.0,170.0,500 gm,Mahalaxmi,0.34,170.0,50.0
Mahalaxmi Murena Gajak : 500 gms,300.0,150.0,500 gm,Mahalaxmi,0.3,150.0,50.0
Mahalaxmi Pista Badam Gajak : 500 gms,340.0,170.0,500 gm,Mahalaxmi,0.34,170.0,50.0
Pravin Mango Pickle : 1 kg,250.0,140.0,1 kg,Pravin,140.0,110.0,44.0
Mother's Recipe Mango Pickle - Jar : 1 kg,240.0,120.0,1 kg,Mother's,120.0,120.0,50.0
Pravin Mango Pickle Pouch : 200 gms,70.0,55.0,200 gm,Pravin,0.28,15.0,21.43
Shree Siddhivinayak Mango Pickle : 500 gms,130.0,95.0,500 gm,Shree,0.19,35.0,26.92
Bedekar Mango Pickle : 400 gms,125.0,102.0,400 gm,Bedekar,0.26,23.0,18.4
Mother's Recipe Mango Pickle - Pouch : 500 gms,149.0,74.0,500 gm,Mother's,0.15,75.0,50.34
Homepick Gujarati Chhunda Pickle : 250 gms,125.0,89.0,250 gm,Homepick,0.36,36.0,28.8
Shree Siddhivinayak Sweet Mango Pickle : 200 gms,80.0,60.0,200 gm,Shree,0.3,20.0,25.0
Kubal Mango Pickle Pouch : 200 gms,70.0,35.0,200 gm,Kubal,0.17,35.0,50.0
Shree Siddhivinayak Sweet Lime Pickle : 200 gms,80.0,60.0,200 gm,Shree,0.3,20.0,25.0
Shree Siddhivinayak Lime Pickle : 200 gms,70.0,54.0,200 gm,Shree,0.27,16.0,22.86
Bedekar Lime Pickle (Sweet) : 400 gms,130.0,115.0,400 gm,Bedekar,0.29,15.0,11.54
Bedekar Lime Pickle : 400 gms,125.0,105.0,400 gm,Bedekar,0.26,20.0,16.0
Homepick Sweet Lemon Pickle : 250 gms,135.0,99.0,250 gm,Homepick,0.4,36.0,26.67
Mother's Recipe Mixed Pickle Jar : 1 kg,240.0,120.0,1 kg,Mother's,120.0,120.0,50.0
Pravin Mixed Pickle : 1 kg,250.0,169.0,1 kg,Pravin,169.0,81.0,32.4
Bedekar Mixed Pickle : 1 kg,260.0,130.0,1 kg,Bedekar,130.0,130.0,50.0
Shree Siddhivinayak Mixed Pickle : 500 gms,130.0,89.0,500 gm,Shree,0.18,41.0,31.54
Kubal Mix Pickle Pouch : 200 gms,70.0,35.0,200 gm,Kubal,0.17,35.0,50.0
Shree Siddhivinayak Chilly Pickle : 200 gms,70.0,55.0,200 gm,Shree,0.28,15.0,21.43
Jain DLS Marwadi Mirchi Green Pickle : 400 gms,110.0,93.0,400 gm,Jain,0.23,17.0,15.45
Jain DLS Marwadi Mirchi Red Pickle : 400 gms,120.0,99.0,400 gm,Jain,0.25,21.0,17.5
Bedekar Green Chilli Pickle : 400 gms,130.0,104.0,400 gm,Bedekar,0.26,26.0,20.0
MTR Idli/Dosa/Chilly Chutney Powder : 200 gms,155.0,125.0,200 gm,MTR,0.63,30.0,19.35
Nasle Shenga (Groundnut) Chutney : 200 gms,60.0,49.0,200 gm,Nasle,0.24,11.0,18.33
Vaidehi Lasun Chutney : 100 gms,48.0,24.0,100 gm,Vaidehi,0.24,24.0,50.0
Bedekar Garlic Chutney : 100 gms,60.0,49.0,100 gm,Bedekar,0.49,11.0,18.33
Bedekar Groundnut (Singdana) Chutney : 100 gms,50.0,42.0,100 gm,Bedekar,0.42,8.0,16.0
Inchi Schezwan Chutney : 250 gms,85.0,45.0,250 gm,Inchi,0.18,40.0,47.06
Mother's Recipe Tamarind Date Chutney : 200 gms,60.0,38.0,200 gm,Mother's,0.19,22.0,36.67
Homepick Masala Carrots Pickle : 250 gms,150.0,99.0,250 gm,Homepick,0.4,51.0,34.0
Homepick Amba Haldi Pickled Turmeric & Mango Ginger : 250 gms,150.0,99.0,250 gm,Homepick,0.4,51.0,34.0
Jain Ker Ka Achar : 400 gms,200.0,100.0,400 gm,Jain,0.25,100.0,50.0
Jain DLS Ker Sangri Pickle : 400 gms,220.0,110.0,400 gm,Jain,0.28,110.0,50.0
Dabur Chyawanprash Awaleha : 950 gms,395.0,335.0,950 gm,Dabur,0.35,60.0,15.19
Patanjali Chyawanprash : 1 kg,360.0,279.0,1 kg,Patanjali,279.0,81.0,22.5
Dabur Chyawanprakash Sugarfree : 900 gms,440.0,340.0,900 gm,Dabur,0.38,100.0,22.73
Dabur Chyawanprash : 1.5 kgs,565.0,399.0,1.5 Kg,Dabur,266.0,166.0,29.38
Baidyanath Sugarfree Chyawan-Fit : 1 kg,415.0,332.0,1 kg,Baidyanath,332.0,83.0,20.0
Baidyanath Chyawanprash Special : 1 kg,395.0,295.0,1 kg,Baidyanath,295.0,100.0,25.32
Dhootapapeshwar Swamala Chywanprash : 500 gms,825.0,578.0,500 gm,Dhootapapeshwar,1.16,247.0,29.94
Veda Prash Premium Jaggery Chyawanprash : 475 gms,999.0,680.0,475 gm,Veda,1.43,319.0,31.93
Saffola Immuniveda Chyawanprash : 1.25 kgs,599.0,280.0,1.25 kg,Saffola,224.0,319.0,53.26
Yoga Bar 20G Protein Bar - Almond Fudge : 60 gms,125.0,62.0,60 gm,Yoga,1.03,63.0,50.4
Yoga Bar Breakfast Protein Bar - Apricot Fig : 50 gms,50.0,25.0,50 gm,Yoga,0.5,25.0,50.0
Yoga Bar Breakfast Protein Bar - Blueberry Pie : 50 gms,50.0,25.0,50 gm,Yoga,0.5,25.0,50.0
RiteBite Max Protein Daily Choco Almond Bar : 50 gms,75.0,60.0,50 gm,RiteBite,1.2,15.0,20.0
Yoga Bar Multigrain Energy Bar - Nuts & Seeds : 38 gms,40.0,20.0,38 gm,Yoga,0.53,20.0,50.0
Yoga Bar Multigrain Energy Bar - Chocolate Chunk Nut : 38 gms,40.0,20.0,38 gm,Yoga,0.53,20.0,50.0
RiteBite Max Protein Daily Choco Classic Bar : 50 gms,70.0,52.0,50 gm,RiteBite,1.04,18.0,25.71
RiteBite Max Protein Daily Choco Berry Bar : 50 gms,75.0,60.0,50 gm,RiteBite,1.2,15.0,20.0
Unibic Almond & Oats Snack Bar : 30 gms,40.0,20.0,30 gm,Unibic,0.67,20.0,50.0
RiteBite Sports Snack Bar : 40 gms,45.0,36.0,40 gm,RiteBite,0.9,9.0,20.0
Nature Valley Oats & Dark Chocolate Granola Bar : 42 gms,75.0,54.0,42 gm,Nature,1.29,21.0,28.0
RiteBite Peanut Butter Snack Bar : 40 gms,45.0,36.0,40 gm,RiteBite,0.9,9.0,20.0
Nature Valley Oats & Honey Granola Bar : 42 gms,75.0,54.0,42 gm,Nature,1.29,21.0,28.0
Unibic Fruit & Nut Choco Snack Bar : 30 gms,40.0,20.0,30 gm,Unibic,0.67,20.0,50.0
Nature Valley Roasted Almond Granola Bar : 42 gms,75.0,54.0,42 gm,Nature,1.29,21.0,28.0
Sugar Free Gold Pellets : 500 Pellets,300.0,260.0,500 Pellets,Sugar,0.52,40.0,13.33
Sugar Free Natura Pellets : 500 Pellets,300.0,260.0,500 Pellets,Sugar,0.52,40.0,13.33
Sugar Free Gold Powder : 100 gms,150.0,130.0,100 gm,Sugar,1.3,20.0,13.33
Sugar Free Natura Powder : 100 gms,150.0,130.0,100 gm,Sugar,1.3,20.0,13.33
Sugar Free Green Stevia Powder : 200 gms,225.0,175.0,200 gm,Sugar,0.88,50.0,22.22
Nutrivalue Moringa Olifera Drum Stick Leaves Powder : 100 gms,170.0,123.0,100 gm,Nutrivalue,1.23,47.0,27.65
Nutrivalue Stevia Leaves - Natural Sweetener : 50 gms,150.0,105.0,50 gm,Nutrivalue,2.1,45.0,30.0
Hamdard Roghan Badam Shirin Sweet Almond Oil : 50 ml,220.0,205.0,50 ml,Hamdard,4.1,15.0,6.82
Baidyanath Shankha Pushpi Syrup : 450 ml,230.0,184.0,450 ml,Baidyanath,0.41,46.0,20.0
Bean To Bark Dark Chocolate - Quinoa Crackle : 80 gms,299.0,149.0,80 gm,Bean,1.86,150.0,50.17
MuscleBlaze Whey Performance Chocolate Flavour : 1 kg,3449.0,1559.0,1 Kg,MuscleBlaze,1.56,1890.0,54.8
Dhootapapeshwar Shatavari Kalpa Granules - Elaichi : 350 gms,295.0,228.0,350 gm,Dhootapapeshwar,0.65,67.0,22.71
Dhootapapeshwar Shatavari Kalpa Granules : 350 gms,295.0,199.0,350 gm,Dhootapapeshwar,0.57,96.0,32.54
Dhootapapeshwar Shilapravang Special Tablet : 30 Tablets,725.0,449.0,30 U,Dhootapapeshwar,14.97,276.0,38.07
MuscleBlaze Whey Gold Protein Rich Milk Chocolate Flavour : 1 kg,4399.0,1989.0,1 Kg,MuscleBlaze,1.99,2410.0,54.79
Dhootapapeshwar Sheetasudha Syrup : 480 ml,180.0,130.0,480 ml,Dhootapapeshwar,0.27,50.0,27.78
MuscleBlaze Creatine Monohydrate : 100 gms,899.0,409.0,100 gm,MuscleBlaze,4.09,490.0,54.51
MuscleBlaze Mass Gainer XXL Chocolate Flavour : 1 kg,1729.0,779.0,1 Kg,MuscleBlaze,0.78,950.0,54.95
MuscleBlaze BCAA Pro Powerful Watermelon Flavour : 450 gms,2299.0,1039.0,450 gm,MuscleBlaze,2.31,1260.0,54.81
MuscleBlaze Weight Gainer : 1 kg,1469.0,665.0,1 Kg,MuscleBlaze,0.67,804.0,54.73
Knorr Thick Tomato Soup : 51 gms,60.0,45.0,51 gm,Knorr,0.88,15.0,25.0
Knorr Instant Tomato Chatpata Cup A Soup : 13.5 gms,10.0,9.0,13.5 gm,Knorr,0.67,1.0,10.0
Knorr Manchow Veg Cup-A-Soup : 11 gms,10.0,9.0,11 gm,Knorr,0.82,1.0,10.0
Knorr Hot & Sour Veg Soup : 41 gms,60.0,45.0,41 gm,Knorr,1.1,15.0,25.0
Knorr International Hong Kong Manchow Noodle Soup : 44 gms,70.0,49.0,44 gm,Knorr,1.11,21.0,30.0
Knorr Sweet Corn Veg Cup-A-Soup : 9.5 gms,10.0,9.0,9.5 gm,Knorr,0.95,1.0,10.0
Knorr Chicken Delite Soup : 42 gms,60.0,55.0,42 gm,Knorr,1.31,5.0,8.33
Knorr Mixed Vegetable Soup : 40 gms,60.0,44.0,40 gm,Knorr,1.1,16.0,26.67
Knorr Hot & Sour Veg Cup-A-Soup : 10.5 gms,10.0,9.0,10.5 gm,Knorr,0.86,1.0,10.0
Ching's Manchow Soup : 12 gms,10.0,9.0,12 gm,Ching's,0.75,1.0,10.0
Knorr Mixed Vegetable Cup-A-Soup : 9.5 gms,10.0,9.0,9.5 gm,Knorr,0.95,1.0,10.0
Knorr International Mexican Tomato Corn Soup : 50 gms,70.0,50.0,50 gm,Knorr,1.0,20.0,28.57
Ching's Hot & Sour Instant Soup : 55 gms,60.0,40.0,55 gm,Ching's,0.73,20.0,33.33
Knorr International Shanghai Hot & Sour Chicken Soup : 36 gms,75.0,67.0,36 gm,Knorr,1.86,8.0,10.67
Ching's Tomato Instant Soup : 55 gms,60.0,40.0,55 gm,Ching's,0.73,20.0,33.33
Premia Badishep : 200 gms,162.0,105.0,200 gm,Premia,0.53,57.0,35.19
Premia Lukhnowi Badishep : 100 gms,80.0,56.0,100 gm,Premia,0.56,24.0,30.0
Premia Roasted Badishep : 100 gms,71.0,44.0,100 gm,Premia,0.44,27.0,38.03
Premchand Gold Dhana Dal : 200 gms,90.0,65.0,200 gm,Premchand,0.33,25.0,27.78
Premia Dhaniya Dal : 100 gms,47.0,31.0,100 gm,Premia,0.31,16.0,34.04
Chandan Regal Rose Mix : 170 gms,150.0,75.0,170 gm,Chandan,0.44,75.0,50.0
Satyam Badishop : 100 gms,97.0,90.0,100 gm,Satyam,0.9,7.0,7.22
Satyam Mukhwas Seven Seeds : 100 gms,104.0,96.0,100 gm,Satyam,0.96,8.0,7.69
Chandan Super Green Mix : 170 gms,150.0,75.0,170 gm,Chandan,0.44,75.0,50.0
Chandan Shehanshahi Paan Mix : 130 gms,180.0,90.0,130 gm,Chandan,0.69,90.0,50.0
Chandan Parampara Paan Mix : 140 gms,180.0,90.0,140 gm,Chandan,0.64,90.0,50.0
Et-mi Saunf Mukhwas : 125 gms,70.0,35.0,125 gm,Et-mi,0.28,35.0,50.0
Chandan Elaichi Fennel Mix : 130 gms,150.0,75.0,130 gm,Chandan,0.58,75.0,50.0
Chandan Coated Fennel Mix : 180 gms,150.0,75.0,180 gm,Chandan,0.42,75.0,50.0
Chandan Jeera Goli : 100 gms,50.0,25.0,100 gm,Chandan,0.25,25.0,50.0
Nature's Treat Omega Natural Mix : 100 gms,130.0,65.0,100 gm,Nature's,0.65,65.0,50.0
Cadbury Chocobakes Choc Layered Cakes : 114 gms,70.0,51.0,114 gm,Cadbury,0.45,19.0,27.14
Britannia Fudge It Chocolate Brownie Cake : 120 gms,60.0,45.0,120 gm,Britannia,0.38,15.0,25.0
Ribbons & Balloons Tea Time Mawa Cake : 200 gms,100.0,50.0,200 gm,Ribbons,0.25,50.0,50.0
Ribbons & Balloons Tea Time Choco Chip Cake : 200 gms,100.0,50.0,200 gm,Ribbons,0.25,50.0,50.0
Britannia Treat Croissant Cocoa Creme Roll : 45 gms,20.0,15.0,45 gm,Britannia,0.33,5.0,25.0
Britannia Fruity Fun 100% Veg Cake : 60 gms,25.0,21.0,60 gm,Britannia,0.35,4.0,16.0
The Baker's Dozen Banana Cake : 200 gms,155.0,45.0,200 gm,The,0.23,110.0,70.97
Ribbons & Balloons Chocolate Muffins : 135 gms,45.0,30.0,135 gm,Ribbons,0.22,15.0,33.33
The Baker's Dozen Chocolate Almond Cake : 150 gms,185.0,92.0,150 gm,The,0.61,93.0,50.27
Parle Happy Happy Tutti Frutty Flavoured Cake : 100 gms,40.0,20.0,100 gm,Parle,0.2,20.0,50.0
Ribbons & Balloons Fruit Muffins : 135 gms,45.0,30.0,135 gm,Ribbons,0.22,15.0,33.33
Parle Happy Happy Vanilla Flavoured Cake : 100 gms,40.0,20.0,100 gm,Parle,0.2,20.0,50.0
The Baker's Dozen Banana Walnut Cake : 150 gms,185.0,92.0,150 gm,The,0.61,93.0,50.27
Britannia Treat Choco Creme Wafers : 55 gms,50.0,25.0,55 gm,Britannia,0.45,25.0,50.0
Ribbons & Balloons Chocolate Slice Cake : 50 gms,20.0,15.0,50 gm,Ribbons,0.3,5.0,25.0
Ribbons & Balloons Mixed Fruit Slice Cake : 50 gms,20.0,15.0,50 gm,Ribbons,0.3,5.0,25.0
Britannia Treat Croissant Vanilla Creme Roll : 45 gms,20.0,16.0,45 gm,Britannia,0.36,4.0,20.0
Britannia Gobbles Choco Chill Cake : 50 gms,15.0,13.0,50 gm,Britannia,0.26,2.0,13.33
The Baker's Dozen Fresh Orange Cake With Pistachio : 150 gms,165.0,82.0,150 gm,The,0.55,83.0,50.3
Britannia Treat Vanilla Creme Wafers : 55 gms,50.0,25.0,55 gm,Britannia,0.45,25.0,50.0
Ribbons & Balloons Winny Golden Sponge - Vanilla : 25 gms,10.0,8.0,25 gm,Ribbons,0.32,2.0,20.0
Ribbons & Balloons Winny Choco Sponge : 25 gms,10.0,9.0,25 gm,Ribbons,0.36,1.0,10.0
Britannia Fudge It Chocolate Brownie : 40 gms,20.0,18.0,40 gm,Britannia,0.45,2.0,10.0
